temperature,rainfall,humidity,yield_apples
31.00 , 96.00 , 22.00 , 43.80
85.00 , 79.00 , 43.00 , 57.90
82.00 , 72.00 , 74.00 , 67.60
62.00 , 22.00 , 47.00 , 37.80
69.00 , 35.00 , 65.00 , 50.30
81.00 , 91.00 , 54.00 , 65.10
76.00 , 27.00 , 63.00 , 48.50
76.00 , 93.00 , 89.00 , 78.70
51.00 , 30.00 , 63.00 , 44.40
44.00 , 92.00 , 54.00 , 58.00
58.00 , 69.00 , 94.00 , 69.90
67.00 , 85.00 , 37.00 , 53.70
84.00 , 44.00 , 20.00 , 38.00
48.00 , 54.00 , 71.00 , 54.20
67.00 , 64.00 , 97.00 , 71.40
48.00 , 28.00 , 24.00 , 27.60
68.00 , 63.00 , 54.00 , 54.10
22.00 , 80.00 , 42.00 , 45.20
58.00 , 94.00 , 47.00 , 58.60
81.00 , 75.00 , 68.00 , 65.90
55.00 , 22.00 , 84.00 , 51.20
30.00 , 21.00 , 37.00 , 27.10
85.00 , 58.00 , 90.00 , 70.40
77.00 , 73.00 , 48.00 , 56.50
91.00 , 81.00 , 87.00 , 77.30
82.00 , 56.00 , 65.00 , 59.20
58.00 , 63.00 , 66.00 , 56.90
25.00 , 79.00 , 47.00 , 47.50
56.00 , 59.00 , 86.00 , 63.30
38.00 , 61.00 , 90.00 , 61.90
91.00 , 61.00 , 48.00 , 55.70
99.00 , 32.00 , 71.00 , 57.80
41.00 , 27.00 , 25.00 , 26.30
37.00 , 91.00 , 66.00 , 61.10
98.00 , 69.00 , 99.00 , 79.90
33.00 , 80.00 , 24.00 , 40.20
86.00 , 80.00 , 44.00 , 58.80
60.00 , 45.00 , 75.00 , 55.50
84.00 , 39.00 , 83.00 , 61.70
30.00 , 41.00 , 80.00 , 50.30
59.00 , 76.00 , 77.00 , 65.40
90.00 , 42.00 , 94.00 , 68.20
33.00 , 87.00 , 29.00 , 44.30
81.00 , 20.00 , 57.00 , 45.00
73.00 , 94.00 , 76.00 , 73.20
47.00 , 56.00 , 96.00 , 64.60
25.00 , 62.00 , 45.00 , 41.60
97.00 , 75.00 , 38.00 , 57.10
95.00 , 74.00 , 95.00 , 79.20
25.00 , 64.00 , 29.00 , 35.80
78.00 , 39.00 , 20.00 , 35.30
62.00 , 87.00 , 60.00 , 62.50
50.00 , 23.00 , 61.00 , 41.30
52.00 , 87.00 , 57.00 , 59.30
69.00 , 64.00 , 94.00 , 70.60
99.00 , 68.00 , 51.00 , 60.60
21.00 , 58.00 , 26.00 , 32.00
86.00 , 43.00 , 74.00 , 59.70
58.00 , 36.00 , 73.00 , 51.60
91.00 , 66.00 , 37.00 , 52.80
21.00 , 59.00 , 25.00 , 31.90
63.00 , 96.00 , 57.00 , 64.20
40.00 , 20.00 , 72.00 , 42.80
33.00 , 87.00 , 32.00 , 45.50
66.00 , 88.00 , 73.00 , 68.80
24.00 , 94.00 , 25.00 , 43.00
97.00 , 78.00 , 20.00 , 50.80
55.00 , 66.00 , 61.00 , 55.20
53.00 , 82.00 , 42.00 , 52.00
22.00 , 61.00 , 84.00 , 56.30
40.00 , 59.00 , 22.00 , 34.50
31.00 , 93.00 , 32.00 , 46.90
94.00 , 28.00 , 60.00 , 51.20
99.00 , 69.00 , 83.00 , 73.70
21.00 , 47.00 , 45.00 , 36.30
36.00 , 95.00 , 86.00 , 70.10
80.00 , 46.00 , 100.00 , 69.80
41.00 , 94.00 , 23.00 , 45.60
26.00 , 97.00 , 48.00 , 53.50
80.00 , 66.00 , 76.00 , 66.20
80.00 , 63.00 , 33.00 , 48.10
25.00 , 48.00 , 83.00 , 52.60
61.00 , 47.00 , 93.00 , 63.50
44.00 , 81.00 , 62.00 , 57.90
89.00 , 54.00 , 70.00 , 62.00
44.00 , 72.00 , 73.00 , 59.60
58.00 , 71.00 , 31.00 , 45.30
54.00 , 33.00 , 90.00 , 56.70
29.00 , 49.00 , 91.00 , 56.90
60.00 , 51.00 , 63.00 , 52.50
30.00 , 20.00 , 71.00 , 40.40
23.00 , 100.00 , 66.00 , 61.00
54.00 , 51.00 , 47.00 , 44.90
35.00 , 98.00 , 30.00 , 48.40
44.00 , 37.00 , 24.00 , 29.50
47.00 , 94.00 , 83.00 , 70.80
46.00 , 68.00 , 66.00 , 56.00
67.00 , 75.00 , 76.00 , 66.30
58.00 , 63.00 , 92.00 , 67.30
100.00 , 22.00 , 60.00 , 50.60
46.00 , 43.00 , 32.00 , 34.90
66.00 , 86.00 , 32.00 , 51.80
22.00 , 62.00 , 99.00 , 62.60
37.00 , 99.00 , 27.00 , 47.90
100.00 , 89.00 , 24.00 , 56.30
65.00 , 25.00 , 71.00 , 48.90
100.00 , 57.00 , 47.00 , 55.90
66.00 , 30.00 , 87.00 , 57.00
74.00 , 79.00 , 85.00 , 72.50
85.00 , 58.00 , 32.00 , 47.20
21.00 , 28.00 , 76.00 , 43.00
36.00 , 67.00 , 90.00 , 63.30
60.00 , 22.00 , 92.00 , 55.40
55.00 , 85.00 , 60.00 , 60.50
74.00 , 45.00 , 82.00 , 61.10
39.00 , 98.00 , 90.00 , 73.20
69.00 , 79.00 , 42.00 , 54.30
97.00 , 51.00 , 49.00 , 54.30
97.00 , 61.00 , 87.00 , 72.50
60.00 , 58.00 , 71.00 , 57.80
76.00 , 30.00 , 81.00 , 56.60
46.00 , 73.00 , 87.00 , 65.90
50.00 , 96.00 , 73.00 , 68.00
34.00 , 42.00 , 54.00 , 41.00
60.00 , 20.00 , 33.00 , 31.20
69.00 , 56.00 , 45.00 , 48.60
53.00 , 50.00 , 35.00 , 39.60
57.00 , 93.00 , 31.00 , 51.70
21.00 , 54.00 , 41.00 , 36.80
42.00 , 79.00 , 54.00 , 53.70
42.00 , 27.00 , 89.00 , 52.10
76.00 , 49.00 , 66.00 , 56.30
70.00 , 92.00 , 80.00 , 73.60
57.00 , 40.00 , 45.00 , 41.40
25.00 , 46.00 , 62.00 , 43.60
29.00 , 89.00 , 25.00 , 42.50
71.00 , 98.00 , 69.00 , 71.20
31.00 , 79.00 , 47.00 , 48.70
56.00 , 74.00 , 48.00 , 52.60
94.00 , 21.00 , 64.00 , 50.70
58.00 , 100.00 , 67.00 , 68.40
57.00 , 100.00 , 28.00 , 52.60
48.00 , 72.00 , 20.00 , 39.20
86.00 , 79.00 , 93.00 , 78.10
41.00 , 35.00 , 43.00 , 35.90
72.00 , 27.00 , 38.00 , 37.70
95.00 , 41.00 , 34.00 , 44.90
75.00 , 55.00 , 74.00 , 61.10
87.00 , 65.00 , 95.00 , 74.90
84.00 , 69.00 , 49.00 , 57.10
88.00 , 57.00 , 20.00 , 42.70
25.00 , 42.00 , 86.00 , 52.00
28.00 , 95.00 , 46.00 , 52.50
48.00 , 79.00 , 97.00 , 72.10
40.00 , 25.00 , 21.00 , 23.90
97.00 , 45.00 , 29.00 , 44.50
85.00 , 42.00 , 83.00 , 62.80
92.00 , 100.00 , 81.00 , 80.80
72.00 , 78.00 , 99.00 , 77.40
56.00 , 35.00 , 42.00 , 38.50
58.00 , 39.00 , 58.00 , 46.50
99.00 , 46.00 , 56.00 , 56.00
28.00 , 82.00 , 22.00 , 39.00
93.00 , 93.00 , 44.00 , 64.10
23.00 , 32.00 , 83.00 , 47.40
49.00 , 67.00 , 76.00 , 60.30
27.00 , 63.00 , 93.00 , 61.50
91.00 , 63.00 , 92.00 , 73.90
26.00 , 51.00 , 70.00 , 48.50
95.00 , 67.00 , 69.00 , 66.70
78.00 , 42.00 , 25.00 , 38.20
59.00 , 81.00 , 29.00 , 47.70
32.00 , 99.00 , 59.00 , 59.70
62.00 , 66.00 , 91.00 , 68.60
47.00 , 21.00 , 36.00 , 30.10
52.00 , 23.00 , 53.00 , 38.50
70.00 , 96.00 , 74.00 , 72.40
32.00 , 83.00 , 85.00 , 65.30
65.00 , 54.00 , 95.00 , 67.20
44.00 , 89.00 , 66.00 , 61.90
59.00 , 77.00 , 75.00 , 64.90
96.00 , 25.00 , 87.00 , 61.50
24.00 , 86.00 , 33.00 , 43.80
76.00 , 85.00 , 72.00 , 69.50
64.00 , 73.00 , 90.00 , 70.70
56.00 , 94.00 , 78.00 , 70.60
28.00 , 89.00 , 98.00 , 71.50
32.00 , 83.00 , 25.00 , 41.30
66.00 , 73.00 , 29.00 , 46.70
26.00 , 77.00 , 21.00 , 36.70
36.00 , 86.00 , 35.00 , 47.00
73.00 , 44.00 , 61.00 , 52.20
90.00 , 23.00 , 51.00 , 45.30
52.00 , 48.00 , 31.00 , 37.20
54.00 , 34.00 , 49.00 , 40.60
32.00 , 64.00 , 65.00 , 51.60
69.00 , 61.00 , 55.00 , 54.10
54.00 , 64.00 , 64.00 , 55.60
20.00 , 82.00 , 91.00 , 65.00
25.00 , 62.00 , 32.00 , 36.40
75.00 , 99.00 , 100.00 , 84.70
23.00 , 28.00 , 71.00 , 41.40
41.00 , 58.00 , 91.00 , 62.00
70.00 , 88.00 , 33.00 , 53.60
76.00 , 25.00 , 51.00 , 43.10
62.00 , 27.00 , 49.00 , 40.10
97.00 , 30.00 , 28.00 , 39.60
24.00 , 45.00 , 84.00 , 51.90
31.00 , 60.00 , 36.00 , 38.60
30.00 , 32.00 , 64.00 , 41.20
36.00 , 72.00 , 51.00 , 49.20
35.00 , 41.00 , 21.00 , 27.70
21.00 , 65.00 , 41.00 , 40.10
50.00 , 54.00 , 66.00 , 52.60
85.00 , 65.00 , 69.00 , 64.10
32.00 , 57.00 , 96.00 , 61.90
96.00 , 32.00 , 42.00 , 45.60
53.00 , 25.00 , 95.00 , 56.10
23.00 , 88.00 , 52.00 , 51.80
86.00 , 70.00 , 70.00 , 66.20
97.00 , 33.00 , 36.00 , 43.70
74.00 , 21.00 , 37.00 , 35.90
56.00 , 69.00 , 65.00 , 57.90
24.00 , 56.00 , 76.00 , 52.00
27.00 , 72.00 , 42.00 , 43.80
20.00 , 70.00 , 77.00 , 55.80
51.00 , 63.00 , 47.00 , 47.90
82.00 , 87.00 , 55.00 , 64.50
42.00 , 71.00 , 60.00 , 53.70
83.00 , 51.00 , 85.00 , 65.90
68.00 , 54.00 , 26.00 , 40.20
90.00 , 92.00 , 52.00 , 66.40
97.00 , 60.00 , 91.00 , 73.80
65.00 , 71.00 , 32.00 , 47.10
98.00 , 64.00 , 65.00 , 64.80
81.00 , 29.00 , 70.00 , 52.90
97.00 , 29.00 , 25.00 , 38.10
29.00 , 30.00 , 40.00 , 30.80
30.00 , 83.00 , 54.00 , 52.50
61.00 , 37.00 , 51.00 , 43.70
49.00 , 80.00 , 24.00 , 43.40
92.00 , 96.00 , 53.00 , 68.40
30.00 , 45.00 , 97.00 , 58.30
69.00 , 22.00 , 81.00 , 52.80
48.00 , 30.00 , 98.00 , 57.80
50.00 , 79.00 , 53.00 , 54.90
60.00 , 98.00 , 61.00 , 65.80
97.00 , 84.00 , 20.00 , 52.60
21.00 , 63.00 , 74.00 , 52.70
24.00 , 33.00 , 50.00 , 34.70
54.00 , 99.00 , 80.00 , 72.50
40.00 , 28.00 , 100.00 , 56.40
44.00 , 93.00 , 78.00 , 67.90
78.00 , 48.00 , 65.00 , 56.00
26.00 , 65.00 , 98.00 , 63.90
74.00 , 62.00 , 56.00 , 55.80
40.00 , 68.00 , 22.00 , 37.20
79.00 , 40.00 , 91.00 , 64.20
68.00 , 52.00 , 93.00 , 66.40
72.00 , 54.00 , 33.00 , 43.80
31.00 , 95.00 , 87.00 , 69.50
66.00 , 23.00 , 38.00 , 35.30
57.00 , 36.00 , 84.00 , 55.80
40.00 , 80.00 , 47.00 , 50.80
82.00 , 36.00 , 92.00 , 64.00
21.00 , 37.00 , 21.00 , 23.70
65.00 , 24.00 , 27.00 , 31.00
80.00 , 69.00 , 60.00 , 60.70
82.00 , 94.00 , 69.00 , 72.20
63.00 , 29.00 , 57.00 , 44.10
61.00 , 82.00 , 48.00 , 56.00
96.00 , 66.00 , 39.00 , 54.60
41.00 , 93.00 , 65.00 , 62.10
73.00 , 68.00 , 41.00 , 51.40
43.00 , 98.00 , 23.00 , 47.20
45.00 , 31.00 , 91.00 , 54.70
20.00 , 78.00 , 86.00 , 61.80
47.00 , 37.00 , 74.00 , 50.10
95.00 , 28.00 , 44.00 , 45.00
27.00 , 81.00 , 77.00 , 60.50
46.00 , 28.00 , 95.00 , 55.60
64.00 , 97.00 , 62.00 , 66.70
56.00 , 52.00 , 75.00 , 56.80
45.00 , 71.00 , 88.00 , 65.50
31.00 , 81.00 , 83.00 , 63.70
84.00 , 26.00 , 49.00 , 44.20
87.00 , 76.00 , 20.00 , 48.20
40.00 , 50.00 , 42.00 , 39.80
64.00 , 70.00 , 48.00 , 53.00
66.00 , 29.00 , 53.00 , 43.10
28.00 , 37.00 , 59.00 , 40.30
51.00 , 36.00 , 30.00 , 33.00
62.00 , 96.00 , 86.00 , 75.60
61.00 , 47.00 , 62.00 , 51.10
69.00 , 66.00 , 53.00 , 54.80
41.00 , 45.00 , 49.00 , 41.30
75.00 , 35.00 , 76.00 , 55.90
27.00 , 58.00 , 77.00 , 53.60
35.00 , 33.00 , 20.00 , 24.90
65.00 , 82.00 , 25.00 , 47.60
44.00 , 89.00 , 36.00 , 49.90
93.00 , 39.00 , 86.00 , 64.70
21.00 , 87.00 , 40.00 , 46.30
78.00 , 48.00 , 61.00 , 54.40
22.00 , 22.00 , 42.00 , 27.80
23.00 , 66.00 , 99.00 , 64.00
97.00 , 41.00 , 52.00 , 52.50
42.00 , 36.00 , 51.00 , 39.60
99.00 , 25.00 , 64.00 , 52.90
25.00 , 42.00 , 36.00 , 32.00
82.00 , 20.00 , 47.00 , 41.20
39.00 , 41.00 , 37.00 , 34.90
29.00 , 29.00 , 62.00 , 39.30
39.00 , 75.00 , 38.00 , 45.50
43.00 , 79.00 , 94.00 , 69.90
87.00 , 70.00 , 48.00 , 57.60
96.00 , 49.00 , 56.00 , 56.30
54.00 , 42.00 , 46.00 , 41.80
52.00 , 64.00 , 25.00 , 39.60
84.00 , 98.00 , 30.00 , 58.20
39.00 , 59.00 , 71.00 , 53.90
26.00 , 26.00 , 64.00 , 38.60
95.00 , 24.00 , 43.00 , 43.40
78.00 , 45.00 , 51.00 , 49.50
30.00 , 31.00 , 88.00 , 50.50
95.00 , 69.00 , 30.00 , 51.70
33.00 , 85.00 , 58.00 , 55.30
20.00 , 97.00 , 34.00 , 46.70
74.00 , 57.00 , 55.00 , 53.90
67.00 , 65.00 , 38.00 , 48.10
36.00 , 80.00 , 78.00 , 62.40
98.00 , 59.00 , 46.00 , 55.70
32.00 , 64.00 , 89.00 , 61.20
48.00 , 22.00 , 26.00 , 26.60
44.00 , 20.00 , 37.00 , 29.60
37.00 , 72.00 , 58.00 , 52.20
26.00 , 75.00 , 55.00 , 49.70
23.00 , 72.00 , 49.00 , 45.80
82.00 , 46.00 , 59.00 , 53.80
48.00 , 42.00 , 48.00 , 41.40
52.00 , 78.00 , 27.00 , 44.60
49.00 , 73.00 , 36.00 , 46.10
82.00 , 32.00 , 42.00 , 42.80
77.00 , 77.00 , 89.00 , 74.10
62.00 , 21.00 , 54.00 , 40.30
70.00 , 47.00 , 75.00 , 58.10
81.00 , 43.00 , 79.00 , 60.70
54.00 , 71.00 , 32.00 , 44.90
63.00 , 34.00 , 38.00 , 38.00
22.00 , 59.00 , 74.00 , 51.70
47.00 , 93.00 , 26.00 , 47.70
45.00 , 37.00 , 93.00 , 57.30
44.00 , 22.00 , 58.00 , 38.60
79.00 , 35.00 , 58.00 , 49.50
57.00 , 45.00 , 54.00 , 46.50
45.00 , 99.00 , 47.00 , 57.50
60.00 , 90.00 , 31.00 , 51.40
20.00 , 62.00 , 47.00 , 41.40
63.00 , 26.00 , 61.00 , 44.80
50.00 , 28.00 , 70.00 , 46.40
44.00 , 76.00 , 98.00 , 70.80
20.00 , 81.00 , 31.00 , 40.70
84.00 , 83.00 , 59.00 , 65.30
63.00 , 94.00 , 37.00 , 55.60
45.00 , 76.00 , 86.00 , 66.20
48.00 , 47.00 , 63.00 , 48.90
22.00 , 40.00 , 30.00 , 28.40
91.00 , 71.00 , 57.00 , 62.30
65.00 , 77.00 , 49.00 , 55.70
23.00 , 69.00 , 87.00 , 60.10
72.00 , 65.00 , 33.00 , 47.10
28.00 , 44.00 , 82.00 , 51.60
53.00 , 38.00 , 92.00 , 58.80
46.00 , 74.00 , 69.00 , 59.00
40.00 , 25.00 , 67.00 , 42.30
33.00 , 48.00 , 55.00 , 43.00
84.00 , 21.00 , 60.00 , 47.10
68.00 , 46.00 , 68.00 , 54.60
31.00 , 92.00 , 32.00 , 46.60
84.00 , 48.00 , 79.00 , 62.80
67.00 , 41.00 , 49.00 , 45.30
90.00 , 37.00 , 39.00 , 44.70
88.00 , 45.00 , 41.00 , 47.50
67.00 , 47.00 , 55.00 , 49.50
90.00 , 84.00 , 68.00 , 70.40
66.00 , 28.00 , 45.00 , 39.60
59.00 , 65.00 , 64.00 , 56.90
21.00 , 28.00 , 32.00 , 25.40
24.00 , 25.00 , 51.00 , 32.70
86.00 , 26.00 , 84.00 , 58.60
94.00 , 21.00 , 34.00 , 38.70
51.00 , 40.00 , 37.00 , 37.00
98.00 , 34.00 , 61.00 , 54.20
23.00 , 26.00 , 88.00 , 47.60
92.00 , 39.00 , 24.00 , 39.70
37.00 , 36.00 , 79.00 , 49.80
36.00 , 31.00 , 23.00 , 25.70
62.00 , 80.00 , 79.00 , 68.00
43.00 , 25.00 , 73.00 , 45.30
65.00 , 36.00 , 67.00 , 50.60
67.00 , 88.00 , 93.00 , 77.00
93.00 , 57.00 , 36.00 , 50.10
99.00 , 95.00 , 84.00 , 81.90
52.00 , 87.00 , 56.00 , 58.90
73.00 , 35.00 , 90.00 , 61.10
33.00 , 87.00 , 47.00 , 51.50
40.00 , 80.00 , 59.00 , 55.60
62.00 , 59.00 , 68.00 , 57.30
40.00 , 71.00 , 28.00 , 40.50
90.00 , 39.00 , 92.00 , 66.50
31.00 , 43.00 , 45.00 , 37.10
79.00 , 23.00 , 74.00 , 52.30
44.00 , 69.00 , 76.00 , 59.90
20.00 , 60.00 , 20.00 , 30.00
29.00 , 40.00 , 26.00 , 28.20
85.00 , 97.00 , 99.00 , 85.70
90.00 , 25.00 , 26.00 , 35.90
51.00 , 71.00 , 41.00 , 47.90
94.00 , 35.00 , 87.00 , 64.10
86.00 , 99.00 , 78.00 , 78.10
49.00 , 37.00 , 94.00 , 58.50
72.00 , 40.00 , 56.00 , 48.80
74.00 , 97.00 , 82.00 , 76.70
35.00 , 73.00 , 22.00 , 37.70
40.00 , 81.00 , 66.00 , 58.70
39.00 , 66.00 , 36.00 , 42.00
74.00 , 73.00 , 100.00 , 76.70
62.00 , 40.00 , 87.00 , 59.20
89.00 , 20.00 , 83.00 , 57.00
29.00 , 83.00 , 58.00 , 53.90
98.00 , 22.00 , 24.00 , 35.80
96.00 , 80.00 , 63.00 , 68.40
46.00 , 74.00 , 58.00 , 54.60
40.00 , 97.00 , 77.00 , 67.90
89.00 , 49.00 , 100.00 , 72.50
20.00 , 52.00 , 50.00 , 39.60
83.00 , 57.00 , 42.00 , 50.50
30.00 , 29.00 , 54.00 , 36.30
34.00 , 57.00 , 92.00 , 60.70
44.00 , 87.00 , 52.00 , 55.70
27.00 , 33.00 , 64.00 , 40.90
78.00 , 54.00 , 66.00 , 58.20
71.00 , 92.00 , 78.00 , 73.00
60.00 , 54.00 , 69.00 , 55.80
58.00 , 68.00 , 31.00 , 44.40
30.00 , 30.00 , 23.00 , 24.20
43.00 , 34.00 , 46.00 , 37.20
50.00 , 71.00 , 90.00 , 67.30
58.00 , 51.00 , 67.00 , 53.70
75.00 , 78.00 , 94.00 , 76.00
41.00 , 91.00 , 40.00 , 51.50
20.00 , 39.00 , 64.00 , 41.30
98.00 , 45.00 , 33.00 , 46.30
43.00 , 24.00 , 97.00 , 54.60
88.00 , 32.00 , 33.00 , 40.40
46.00 , 29.00 , 34.00 , 31.50
85.00 , 83.00 , 77.00 , 72.70
21.00 , 60.00 , 95.00 , 60.20
45.00 , 64.00 , 30.00 , 40.20
76.00 , 40.00 , 24.00 , 36.80
70.00 , 63.00 , 58.00 , 56.10
34.00 , 78.00 , 64.00 , 55.80
66.00 , 60.00 , 81.00 , 63.60
31.00 , 81.00 , 85.00 , 64.50
58.00 , 55.00 , 61.00 , 52.50
40.00 , 71.00 , 100.00 , 69.30
30.00 , 23.00 , 97.00 , 51.70
26.00 , 86.00 , 36.00 , 45.40
95.00 , 51.00 , 70.00 , 62.30
97.00 , 56.00 , 78.00 , 67.40
27.00 , 28.00 , 29.00 , 25.40
89.00 , 99.00 , 31.00 , 59.90
74.00 , 81.00 , 43.00 , 56.30
27.00 , 33.00 , 56.00 , 37.70
46.00 , 50.00 , 33.00 , 37.40
53.00 , 24.00 , 25.00 , 27.80
54.00 , 96.00 , 37.00 , 54.40
34.00 , 20.00 , 55.00 , 34.80
33.00 , 38.00 , 54.00 , 39.60
47.00 , 100.00 , 51.00 , 59.80
42.00 , 41.00 , 72.00 , 49.50
80.00 , 59.00 , 96.00 , 72.10
37.00 , 34.00 , 100.00 , 57.60
42.00 , 59.00 , 71.00 , 54.50
39.00 , 25.00 , 45.00 , 33.30
56.00 , 65.00 , 24.00 , 40.30
21.00 , 87.00 , 84.00 , 63.90
30.00 , 56.00 , 95.00 , 60.80
84.00 , 52.00 , 53.00 , 53.60
34.00 , 21.00 , 79.00 , 44.70
65.00 , 25.00 , 99.00 , 60.10
42.00 , 76.00 , 84.00 , 64.80
55.00 , 97.00 , 83.00 , 73.30
58.00 , 81.00 , 50.00 , 55.90
83.00 , 75.00 , 22.00 , 47.90
24.00 , 37.00 , 77.00 , 46.70
31.00 , 42.00 , 98.00 , 58.00
67.00 , 49.00 , 94.00 , 65.70
97.00 , 42.00 , 89.00 , 67.60
25.00 , 49.00 , 47.00 , 38.50
26.00 , 76.00 , 77.00 , 58.80
90.00 , 80.00 , 67.00 , 68.80
88.00 , 100.00 , 42.00 , 64.40
75.00 , 57.00 , 64.00 , 57.70
80.00 , 70.00 , 38.00 , 52.20
40.00 , 40.00 , 90.00 , 56.00
95.00 , 80.00 , 35.00 , 57.00
98.00 , 73.00 , 63.00 , 66.70
52.00 , 70.00 , 63.00 , 56.60
49.00 , 78.00 , 38.00 , 48.40
34.00 , 42.00 , 54.00 , 41.00
22.00 , 63.00 , 52.00 , 44.10
86.00 , 45.00 , 34.00 , 44.30
55.00 , 90.00 , 24.00 , 47.60
59.00 , 27.00 , 99.00 , 59.50
80.00 , 88.00 , 90.00 , 78.40
51.00 , 93.00 , 60.00 , 62.10
69.00 , 42.00 , 32.00 , 39.20
59.00 , 74.00 , 38.00 , 49.20
84.00 , 92.00 , 46.00 , 62.80
49.00 , 65.00 , 84.00 , 62.90
30.00 , 77.00 , 62.00 , 53.90
94.00 , 28.00 , 53.00 , 48.40
76.00 , 45.00 , 87.00 , 63.50
100.00 , 49.00 , 42.00 , 51.50
26.00 , 70.00 , 35.00 , 40.20
37.00 , 61.00 , 98.00 , 64.90
70.00 , 91.00 , 85.00 , 75.30
29.00 , 56.00 , 51.00 , 43.00
40.00 , 33.00 , 25.00 , 27.90
42.00 , 61.00 , 82.00 , 59.50
29.00 , 84.00 , 33.00 , 44.20
72.00 , 56.00 , 35.00 , 45.20
22.00 , 48.00 , 51.00 , 39.20
75.00 , 20.00 , 42.00 , 37.80
61.00 , 88.00 , 55.00 , 60.60
70.00 , 63.00 , 47.00 , 51.70
43.00 , 79.00 , 99.00 , 71.90
56.00 , 53.00 , 59.00 , 50.70
50.00 , 41.00 , 23.00 , 31.50
80.00 , 26.00 , 88.00 , 59.00
33.00 , 80.00 , 54.00 , 52.20
79.00 , 51.00 , 80.00 , 63.10
53.00 , 94.00 , 39.00 , 54.40
43.00 , 73.00 , 57.00 , 53.30
64.00 , 25.00 , 22.00 , 29.10
72.00 , 70.00 , 78.00 , 66.60
48.00 , 97.00 , 22.00 , 47.50
50.00 , 43.00 , 26.00 , 33.30
68.00 , 92.00 , 78.00 , 72.40
68.00 , 77.00 , 99.00 , 76.30
31.00 , 53.00 , 52.00 , 42.90
88.00 , 74.00 , 28.00 , 51.00
21.00 , 38.00 , 58.00 , 38.80
26.00 , 83.00 , 58.00 , 53.30
94.00 , 85.00 , 46.00 , 62.70
56.00 , 22.00 , 51.00 , 38.20
96.00 , 75.00 , 82.00 , 74.50
45.00 , 25.00 , 58.00 , 39.70
46.00 , 37.00 , 100.00 , 60.30
22.00 , 92.00 , 71.00 , 60.40
52.00 , 87.00 , 45.00 , 54.50
55.00 , 22.00 , 72.00 , 46.40
47.00 , 32.00 , 56.00 , 41.40
32.00 , 70.00 , 37.00 , 42.20
26.00 , 79.00 , 82.00 , 61.70
65.00 , 64.00 , 32.00 , 45.00
32.00 , 83.00 , 42.00 , 48.10
30.00 , 34.00 , 77.00 , 47.00
54.00 , 75.00 , 72.00 , 62.10
84.00 , 26.00 , 99.00 , 64.20
66.00 , 59.00 , 50.00 , 50.90
25.00 , 100.00 , 31.00 , 47.40
59.00 , 71.00 , 91.00 , 69.50
86.00 , 53.00 , 56.00 , 55.50
43.00 , 52.00 , 42.00 , 41.00
90.00 , 87.00 , 78.00 , 75.30
40.00 , 72.00 , 23.00 , 38.80
24.00 , 30.00 , 39.00 , 29.40
21.00 , 22.00 , 79.00 , 42.40
46.00 , 41.00 , 48.00 , 40.70
92.00 , 42.00 , 46.00 , 49.40
92.00 , 41.00 , 26.00 , 41.10
51.00 , 52.00 , 45.00 , 43.80
100.00 , 90.00 , 23.00 , 56.20
48.00 , 75.00 , 93.00 , 69.30
89.00 , 48.00 , 97.00 , 71.00
59.00 , 75.00 , 56.00 , 56.70
90.00 , 72.00 , 22.00 , 48.40
23.00 , 71.00 , 44.00 , 43.50
70.00 , 72.00 , 63.00 , 60.80
27.00 , 69.00 , 92.00 , 62.90
32.00 , 72.00 , 98.00 , 67.20
45.00 , 88.00 , 84.00 , 69.00
76.00 , 21.00 , 97.00 , 60.30
46.00 , 52.00 , 32.00 , 37.60
90.00 , 46.00 , 41.00 , 48.20
74.00 , 24.00 , 83.00 , 55.20
81.00 , 72.00 , 72.00 , 66.60
95.00 , 73.00 , 57.00 , 63.70
28.00 , 67.00 , 47.00 , 44.50
27.00 , 32.00 , 24.00 , 24.60
44.00 , 76.00 , 96.00 , 70.00
35.00 , 52.00 , 71.00 , 51.00
32.00 , 63.00 , 86.00 , 59.70
35.00 , 52.00 , 66.00 , 49.00
23.00 , 47.00 , 93.00 , 55.90
54.00 , 30.00 , 51.00 , 40.20
63.00 , 40.00 , 51.00 , 45.00
28.00 , 43.00 , 61.00 , 42.90
67.00 , 43.00 , 85.00 , 60.30
62.00 , 38.00 , 80.00 , 55.80
32.00 , 50.00 , 89.00 , 57.00
95.00 , 82.00 , 70.00 , 71.60
79.00 , 83.00 , 42.00 , 57.50
22.00 , 57.00 , 86.00 , 55.90
23.00 , 66.00 , 86.00 , 58.80
33.00 , 41.00 , 59.00 , 42.50
93.00 , 34.00 , 83.00 , 62.00
46.00 , 32.00 , 54.00 , 40.40
48.00 , 26.00 , 87.00 , 52.20
65.00 , 49.00 , 75.00 , 57.70
65.00 , 80.00 , 80.00 , 69.00
48.00 , 86.00 , 56.00 , 57.80
61.00 , 52.00 , 37.00 , 42.60
72.00 , 79.00 , 75.00 , 68.10
94.00 , 65.00 , 36.00 , 52.70
71.00 , 23.00 , 54.00 , 42.70
33.00 , 77.00 , 77.00 , 60.50
28.00 , 58.00 , 72.00 , 51.80
49.00 , 80.00 , 31.00 , 46.20
96.00 , 81.00 , 74.00 , 73.10
32.00 , 44.00 , 100.00 , 59.60
63.00 , 88.00 , 43.00 , 56.20
40.00 , 68.00 , 70.00 , 56.40
